Square.Category,Category,Scientific Name,Common Name,Item.Type,Species ID,Item.Name,Light,Moisture,SoilType,Height_low,Height_high,Width_low,Width_high,Size_Concat,Bloom_time,Bloom_color,Sex,Deer_Resistant,Drainfield_OK,NativeRange,Local_Ecotype,GermCode,DescriptionBase,Photo Credits,Shade Program
Shrub,Shrub,Viburnum prunifolium,Blackhaw Viburnum,Physical good,Vibpru,Viburnum prunifolium (Blackhaw Viburnum),Sun (Part-Full),"Medium, Moist, ",,12,15,6,12,Height: 12' - 15' ; Width: 6' -12',Spring,White,,,,,can find,,"This tall, upright shrub can grow in moist conditions, and also tolerates drought. White flowers occur in the spring and lead to dark blue berries that feed wildlife through the winter.","Photo by David J. Stang, CC BY-SA 4.0 , via Wikimedia Commons, Vojtěch Zavadil, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons","March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Shrub,Shrub_MF,Ilex glabra,Inkberry,Physical good,Ilegla,Ilex glabra (Inkberry),Sun (Part-Full),"Medium, Moist, ",,5,8,5,8,Height: 5' - 8' ; Width: 5' -8',"Spring, Summer",Green,,,,,,,Evergreen shrub in the Holly family and are attractive in the winter. Female flowers give small berries that birds feast on in winter. Male/Female plants need each other to pollinate. Deer tolerant,Evelyn Simak / Ilex glabra (Inkberry),"March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Shrub,Shrub_MF,Ilex verticillata,Winterberry,Physical good,Ilever,Ilex verticillata (Winterberry),Sun (Part-Full),"Medium, Moist, ",,3,15,3,12,Height: 3' - 15' ; Width: 3' -12',Spring,White,Dioecious,,,,,,"Small, greenish-white flowers emerge in the spring that give way to bright red berries in the summer and persist through the winter to provide food for wildlife. ","Photo by David J. Stang, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons","March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Tree,Tree,Acer pensylvanicum,Striped Maple,Physical good,Acepen,Acer pensylvanicum (Striped Maple),Shade (Part-Full),"Moist, ","Clay, Loam, Sand",15,35,12,20,Height: 15' - 35' ; Width: 12' - 20',Spring,Green,,,,,,,"Small, rounded understory tree with striped bark and green bell-shaped flowers.  Tolerates heavy shade.  ",,"March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Tree,Tree,Acer rubrum,Red Maple,Physical good,Acerub,Acer rubrum (Red Maple),Sun (Part-Full),"Medium, Moist, ",,50,100,40,40,Height: 50' - 100' ; Width: 40' -40',Spring,Red,,,,,,,This fast growing shade tree has bright red flower clusters and red twigs. Fall foliage can range from brilliant red to yellow. Silvery grey bark is striking in winter.,"Willow, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons","March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Tree,Tree,Acer saccharinum,Silver Maple,Physical good,Acesac,Acer saccharinum (Silver Maple),Sun (Part-Full),"Medium, Moist, ",,50,80,35,70,Height: 50' - 80' ; Width: 35' -70',Spring,Red,,,,,,,"Fast growing, graceful tree. Does well in poor soil. Drought Tolerant.","By Darkone (talk · contribs) - Own work, CC BY-SA 2.5, https://commons.wikimedia.org/w/index.php?curid=311718","March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Tree,Tree,Acer saccharum,Northern Sugar Maple,Physical good,Acesah,Acer saccharum (Northern Sugar Maple),Sun (Part-Full),"Medium, ",,40,120,30,60,Height: 40' - 120' ; Width: 30' -60',"Spring, Summer",Yellow,,,,,,,"Popular shade tree due to a dense spreading crown that provides heavy shade. Grows slowly but matures quicker in open areas.  Drooping racemes of yellow flowers in spring make way for winged samaras in summer. Turns warm shades of red, orange and yellow in the fall.  Only tree used commercially to make maple syrup. ","Cephas, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons, Ryan Hodnett, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons, Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,    James St. John, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons","March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Tree,Tree,Amelanchier canadensis,Canadian Serviceberry,Physical good,Amecan,Amelanchier canadensis (Canadian Serviceberry),Sun (Part-Full),"Medium, ",Clay,25,30,15,20,Height: 25' - 30' ; Width: 15' -20',Spring,White,,,,,,,"This small tree blooms its white flowers in early spring, before the leaves emerge. Flowers give way to edible berries, which ripen to red and then dark purple in early summer. Tolerates clay.","By Plant Image Library - Amelanchier canadensis (Thicket Serviceberry), CC BY-SA 2.0, https://commons.wikimedia.org/w/index.php?curid=55245277
By jeansef - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=49500787
By Rasbak - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=108919","March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Tree,Tree,Amelanchier laevis,Allegheny Serviceberry,Physical good,Amelae,Amelanchier laevis (Allegheny Serviceberry),Sun (Part-Full),"Medium, Moist, ","Clay, Loam, Sand",15,25,15,20,Height: 15' - 25' ; Width: 15' -20',Spring,,,,,,,C(60) or M,"Fast growing deciduous tree or shrub in the rose family.  Blooms in spring with 5-petaled, white flowers on 4-inch racemes.  Purple edible berries mature in June.","Laval University, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,   dw_ross from Springfield, VA, USA, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons,   Andy Reago & Chrissy McClarren, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons, Ryan Hodnett, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons","March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Tree,Tree,Asimina triloba,Paw Paw,Physical good,Asitri,Asimina triloba (Paw Paw),Shade (Part-Full),"Medium, Moist, ",,15,30,15,30,Height: 15' - 30' ; Width: 15' -30',Spring,Burgundy,,,,,y,,Can spread by suckers to make colonies. Purple flowers in spring give way to our native tropical fruit similar to a banana that feed wildlife and human alike! Plant two for cross-pollination.,"Agnieszka Kwiecień, Nova, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons","March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Tree,Tree,Betula lenta,Sweet Birch,Physical good,Betlen,Betula lenta (Sweet Birch),Shade (Part-Full),"Dry, Medium, ","Clay, Sand, Rocky",60,70,35,45,Height: 60' - 70' ; Width: 35' - 45',Spring,Yellow,,,,,,C(60),"Pyramidal to round shaped large tree.  Quick growing.  Produce green to yellow gold catkins in spring.  In fall light green foliage turns golden yellow. Attracts butterflies, mammals and song birds.","Lynk media, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons, Adrian Thomale, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons,  Alexander Abair, CC BY 4.0 <https://creativecommons.org/licenses/by/4.0>, via Wikimedia Commons","March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Tree,Tree,Betula nigra,River Birch,Physical good,Betnig,Betula nigra (River Birch),Sun (Part-Full),"Medium, Moist, ",Rich loam,40,70,40,60,Height: 40' - 70' ; Width: 40' -60',Spring,Green,,,,,,,This fast-growing tree with reddish-brown bark does well in wet soils. It can be grown as a single or multi-trunked tree. Adapts to clay soils and poor drainage.,"By Bruce Marlin - Own work http://www.cirrusimage.com/tree_river_birch.htm, CC BY-SA 2.5, https://commons.wikimedia.org/w/index.php?curid=2788612,  Photo by David J. Stang, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons
By Photo (c)2007 Derek Ramsey (Ram-Man) - Self-photographed, CC BY-SA 2.5, https://commons.wikimedia.org/w/index.php?curid=1765859","March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Tree,Tree,Carpinus caroliniana,Ironwood,Physical good,Carcar,Carpinus caroliniana (Ironwood),Shade (Part-Full),"Medium, Moist, ",,22,35,20,35,Height: 22' - 35' ; Width: 20' -35',Spring,Green,,,,,,,"The smooth, gray trunk of this tree is extremely tough. An excellent understory tree, making its home in woods, valleys, ravine bottoms, and rocky slopes along streams.","By Sherief Saleh - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=29353164, Agnieszka Kwiecień, Nova, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons
Tom Potterfield: https://www.flickr.com/photos/tgpotterfield/27039345680","March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Tree,Tree,Castanea pumila,Allegheny Chinquapin,Physical good,Caspum,Castanea pumila (Allegheny Chinquapin),Sun (Part-Full),"Medium, ",,15,30,10,20,Height: 15' - 30' ; Width: 10' -20',Summer,White,,,,,,,This smaller chestnut-tree provides excellent wildlife food and cover. Matures quickly.,"Michael Ellis [CC BY (https://creativecommons.org/licenses/by/4.0)], Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons","March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Tree,Tree,Cercis canadensis,Eastern Redbud,Physical good,Cercan,Cercis canadensis (Eastern Redbud),Shade (Part-Full),"Dry, Medium, ",,20,30,25,35,Height: 20' - 30' ; Width: 25' -35',Spring,Purple,,,,,,,"Pea-like, rose-purple flowers bloom in early spring before the foliage emerges. Flowers give way to flattened seed pods that mature to brown in the summer and can feed wildlife through the winter. Attracts butterflies. Deer, clay soil resistant.","Famartin, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons","March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Tree,Tree,Chionanthus virginicus,Fringe Tree,Physical good,Chivir,Chionanthus virginicus (Fringe Tree),Shade (Part-Full),"Medium, Moist, ",Clay,12,20,12,20,Height: 12' - 20' ; Width: 12' -20',Spring,White,,,,,,,"Fragrant, drooping, fringe-like clusters of flowers bloom in spring and female plants give rise to dark, bluish fruits that feed wildlife. Tolerates clay.","Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons","March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Tree,Tree,Cornus alternifolia,Pagoda Dogwood,Physical good,Coralt,Cornus alternifolia (Pagoda Dogwood),Shade (Part-Full),"Medium, ",,15,25,20,32,Height: 15' - 25' ; Width: 20' -32',"Spring, Summer",White,,,,,,M,Striking horizontal layers of branches. Clusters of white flowers adorn this shrub in late spring that produce dark blue fruits in late summer to feed wildlife.,"Jaknouse, CC BY-SA 3.0 , via Wikimedia Commons, Ryan Hodnett, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons
Cody Hough, CC BY-SA 3.0 , via Wikimedia Commons
peganum from Small Dole, England, CC BY-SA 2.0 , via Wikimedia Commons","March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Tree,Tree,Cornus florida,Flowering Dogwood,Physical good,Corflo,Cornus florida (Flowering Dogwood),Shade (Part-Full),"Medium, ",,15,30,15,30,Height: 15' - 30' ; Width: 15' -30',Spring,White,,,,,,,Virginia’s state tree known for gorgeous white blooms in the spring and bright red leaves in the fall!,"Famartin, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons","March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
Tree,Tree,Corylus americana,Hazelnut,Physical good,Corame,Corylus americana (Hazelnut),Sun (Part-Full),"Medium, Moist, ",Clay,10,16,8,13,Height: 10' - 16' ; Width: 8' -13',Spring,,,,,,,M,"2-3"" long flowers emerge in spring; female flowers create small edible nuts in July. Tolerates clay.","Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons","March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)"
